Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Porphyromonas gingivalis W83	UP000000588	242619	1863
Nocardioides alpinus	UP000199113	748909	4347
bacterium 1xD42-87	UP000273437	2320113	4468
bacterium HR34	UP000236141	2035429	573
Halomonas sp. YLB-10	UP000276016	2483111	4189
Pseudoxanthomonas wuyuanensis	UP000219374	1073196	3989
Paludifilum halophilum	UP000215459	1642702	3615
Elstera litoralis	UP000033774	552518	3298
Fusibacter sp. A1	UP000290764	2283630	3729
Paraliobacillus sp. PM-2	UP000199066	1462524	2774
Pseudoxanthomonas composti	UP000289784	2137479	3624
Mucilaginibacter yixingensis	UP000244168	1295612	4440
Nitrosomonas aestuarii	UP000199533	52441	3744
Luteococcus japonicus LSP_Lj1	UP000188342	1255658	3244
Candidatus Jidaibacter acanthamoeba	UP000031258	86105	2204
Corynebacterium stationis	UP000076947	1705	2428
Candidatus Zinderia insecticola CARI	UP000001303	871271	206
Streptomyces phaeolivaceus	UP000327294	2653200	8331
Candidatus Vidania fulgoroideae	UP000257084	881286	154
Chitinophaga alhagiae	UP000246099	2203219	2126
Brevundimonas sp. SH203	UP000195546	345167	2958
Actinopolyspora mortivallis	UP000239352	33906	3817
Candidatus Propionivibrio aalborgensis	UP000199600	1860101	3621
Tepidicella xavieri	UP000295510	360241	2634
Prevotella sp. P5-92	UP000216769	2024222	2803
Dokdonia sp. 4H-3-7-5	UP000008290	983548	2978
Endobacter medicaginis	UP000557688	1181271	3419
Conservatibacter flavescens	UP000229329	28161	2416
Paraoerskovia marina	UP000185663	545619	2637
Phytoactinopolyspora halophila	UP000250462	1981511	4405
Hymenobacter sp. NBH84	UP000515410	2596915	4349
Deinococcus sp. RL	UP000027898	1489678	2589
Nitrospira defluvii	UP000001660	330214	4263
Haemophilus influenzae Rd KW20	UP000000579	71421	1704
Lutibacter oricola	UP000199595	762486	3464
Pseudothermotoga hypogea DSM 11164 = NBRC 106472	UP000077469	1123384	2094
Rhodopirellula sp. MGV	UP000236615	2023130	5273
Paenibacillus stellifer	UP000029507	169760	4417
Streptobacillus moniliformis DSM 12112	UP000002072	519441	1431
Streptomyces katsurahamanus	UP000460558	2577098	319
Chryseobacterium sp. Leaf180	UP000051405	1736289	3021
Rodentibacter heylii	UP000188820	1906744	1998
Rubritalea squalenifaciens DSM 18772	UP000184510	1123071	3805
Iodidimonas gelatinilytica	UP000325187	1236966	2941
Pelagerythrobacter marensis	UP000037643	543877	2659
Rhodovulum robiginosum	UP000275159	68292	3552
Chryseoglobus frigidaquae	UP000552883	424758	2424
Novosphingobium sp. Gsoil 351	UP000426325	2675225	3350
Enterococcus asini ATCC 700915	UP000013777	1158606	2389
Streptomyces sp. CB01580	UP000186318	1703933	6429
Cryobacterium arcticum	UP000092582	670052	3936
Pseudomonas aeruginosa PAO1	UP000002438	208964	5564
Tamlana fucoidanivorans	UP000308713	2583814	3334
Paenibacillus swuensis	UP000076927	1178515	4095
Acidovorax sp. Leaf160	UP000051403	1736280	3935
Poriferisphaera corsica	UP000317369	2528020	3659
Propionispira arboris	UP000199662	84035	3963
Sandaracinus amylolyticus	UP000034883	927083	8941
Anaerolinea sp. 'rifampicinis'	UP000594468	2710758	4799
Variovorax sp. WDL1	UP000065640	207745	7754
Burkholderia sp. ST111	UP000037921	1682204	5742
Cellulomonas sp. KH9	UP000199404	1855324	3696
Agromyces sp. MMS17-SY077	UP000438182	2662446	3503
Rhodopirellula sallentina SM41	UP000011885	1263870	6872
Olsenella uli DSM 7084	UP000000333	633147	1739
Candidatus Marinamargulisbacteria bacterium SCGC AG-343-D04	UP000249596	2184343	1416
Pelosinus sp. UFO1	UP000027983	484770	4754
Abyssibacter profundi	UP000251800	2182787	3331
Shewanella oneidensis MR-1	UP000008186	211586	4068
Polyangium fumosum	UP000309215	889272	9827
Boudabousia tangfeifanii	UP000176288	1912795	1712
Lachnotalea glycerini	UP000216411	1763509	4293
Sphingomonas sp.	UP000315532	28214	3455
Gloeobacter violaceus PCC 7421	UP000000557	251221	4406
gamma proteobacterium HdN1	UP000002677	83406	3683
Rickettsiaceae bacterium	UP000291740	2023360	1803
Anaerococcus prevotii ACS-065-V-Col13	UP000005286	879305	1634
Odoribacter laneus CAG:561	UP000017974	1263089	2812
Chitinophaga parva	UP000244450	2169414	4954
Tissierellia bacterium KA00581	UP000070503	1588751	1550
Candidatus Evansia muelleri	UP000032420	1495769	330
Streptomyces sp. WAC00469	UP000269080	2487415	5069
Streptosporangium album	UP000534286	47479	8556
Betaproteobacteria bacterium MOLA814	UP000017838	1408164	2683
Thiohalospira halophila DSM 15071	UP000198611	1123397	2641
Hornefia porci	UP000187404	2652292	2432
Methylorubrum populi BJ001	UP000007136	441620	5325
Flagellimonas maritima	UP000248536	1383885	3376
Plasticicumulans acidivorans	UP000246569	886464	3852
Blautia sp. CAG:257	UP000018056	1262756	2516
Streptomyces sp. C	UP000005763	253839	7528
Acetobacter orleanensis	UP000317617	104099	2680
Firmicutes bacterium CAG:321	UP000017979	1263018	1220
Fusobacterium necrophorum subsp. funduliforme B35	UP000019658	1226633	1906
Roseburia sp. CAG:100	UP000018092	1262940	2901
Capnocytophaga ochracea DSM 7271	UP000006650	521097	2171
Vibrio variabilis	UP000029223	990271	7941
Roseburia sp. CAG:309	UP000018292	1262945	2223
Corynebacterium bovis	UP000278422	36808	2067
Cnuibacter physcomitrellae	UP000192775	1619308	4009
Corynebacterium aurimucosum ATCC 700975	UP000002077	548476	2528
Blastococcus sp. DSM 46838	UP000198589	1798228	4797
Flaviflexus sp. H23T48	UP000280344	2496867	2334
Rhodobacter maris	UP000219111	446682	3687
Lachnospiraceae bacterium C7	UP000198643	1792306	2493
Novipirellula artificiosorum	UP000319143	2528016	7087
Acetobacteraceae bacterium AT-5844	UP000003292	1054213	5288
Blastococcus sp. TBT05-19	UP000253254	2250581	3699
Romboutsia hominis	UP000245695	1507512	2851
Bifidobacterium commune	UP000242610	1505727	1238
Methylomusa anaerophila	UP000276437	1930071	4152
Nocardiopsis alba ATCC BAA-2165	UP000003779	1205910	5500
Nocardioides dokdonensis FR1436	UP000077868	1300347	4089
Bordetella genomosp. 4	UP000216885	463044	4978
Mycobacterium numidiamassiliense	UP000240424	1841861	5720
Kosmotoga pacifica	UP000035159	1330330	1897
Rhodobacter sp. 24-YEA-8	UP000199640	1884310	4521
Firmicutes bacterium CAG:555	UP000018402	1263030	1723
Hydrogenophaga sp. IBVHS1	UP000194358	1985169	4193
Streptomyces sp. QHH-9511	UP000429360	2684468	6381
Blastopirellula cremea	UP000253562	1031537	5042
Alkalihalobacillus hemicellulosilyticus JCM 9152	UP000018895	1236971	4345
Gramella salexigens	UP000182510	1913577	2591
Thalassoglobus polymorphus	UP000315724	2527994	4824
Rhodobacteraceae bacterium KMS-5	UP000477782	2710650	3633
Mucilaginibacter phyllosphaerae	UP000297248	1812349	3822
Enterobacterales bacterium CwR94	UP000237543	2025587	4133
Candidatus Sneabacter namystus	UP000323844	2601646	583
Sphingobium baderi LL03	UP000015524	1114964	4697
Prevotella sp. CAG:5226	UP000018184	1262930	2309
Mahella australiensis 50-1 BON	UP000008457	697281	2858
alpha proteobacterium HIMB59	UP000006097	744985	1493
Botrimarina hoheduenensis	UP000318995	2528000	3424
Sphingobium algorifonticola	UP000282977	2008318	3506
Desulfosoma caldarium	UP000276223	610254	2924
Mycobacterium sp. THAF192	UP000325937	2587868	5641
Rhizobium tubonense	UP000248925	484088	6043
Pseudoflavonifractor sp. An184	UP000196588	1965576	3242
Spiroplasma chinense	UP000323144	216932	1218
Maribacter cobaltidurans	UP000215244	1178778	4004
Tetrasphaera sp. F2B08	UP000437955	2653936	3963
Pasteurella multocida subsp. multocida str. Anand1_buffalo	UP000002751	1032868	3217
Clostridium sp. W14A	UP000093490	1849176	3645
Levilactobacillus bambusae	UP000245080	2024736	1886
Altererythrobacter sp. Root672	UP000051125	1736584	3454
Harryflintia acetispora	UP000260887	1849041	2808
Seonamhaeicola maritimus	UP000321080	2591822	3598
Sideroxydans lithotrophicus ES-1	UP000001625	580332	2977
Hymenobacter sedentarius	UP000059542	1411621	3828
Paracoccus aminovorans	UP000183635	34004	3736
Prevotella sp. CAG:1031	UP000018183	1262917	2199
Thalassococcus sp. S3	UP000289812	2017482	4726
Massilia sp. Dwa41.01b	UP000515434	2709302	4005
Cryobacterium sp. TmT2-48-2	UP000298433	1259262	2868
Marivirga lumbricoides	UP000240608	1046115	3452
Lactococcus insecticola	UP000475928	2709158	1846
Vibrio palustris	UP000189475	1918946	3328
Chitinophagaceae bacterium BSSC1	UP000217121	2015574	3607
Castellaniella defragrans 65Phen	UP000019805	1437824	3575
Cryobacterium tepidiphilum	UP000279859	2486026	2649
Weissella koreensis KACC 15510	UP000008930	1045854	1346
Leptolyngbya sp. PCC 7376	UP000010389	111781	4153
Cellulomonas fimi ATCC 484	UP000008460	590998	3760
Methylophilus sp. Leaf416	UP000050891	1736373	2672
Granulosicoccus antarcticus IMCC3135	UP000250079	1192854	6680
Clostridium sp. CAG:411	UP000018022	1262802	2623
Pelagicola sp. LXJ1103	UP000245061	2175247	2960
Thermodesulfobacterium geofontis OPF15	UP000006583	795359	1594
Firmicutes bacterium CAG:114	UP000018090	1263001	2222
Bacteroides caccae	UP000095657	47678	4410
Afifella marina DSM 2698	UP000199347	1120955	3662
Cellulomonas sp. Leaf395	UP000051971	1736362	3738
Idiomarina xiamenensis 10-D-4	UP000014115	740709	2673
Permianibacter aggregans	UP000295375	1510150	3735
Cuspidothrix issatschenkoi CHARLIE-1	UP000239589	2052836	3876
Nocardiopsaceae bacterium YIM 96095	UP000269198	2487137	4542
Methylobacterium dankookense	UP000401717	560405	5838
Francisella tularensis subsp. tularensis SCHU S4	UP000001174	177416	1528
Agrobacterium radiobacter K84	UP000001600	311403	6674
Nosocomiicoccus massiliensis	UP000243626	1232430	1652
Desulfobacter latus	UP000553343	2292	3635
Kozakia baliensis	UP000179145	153496	3115
Streptomyces vitaminophilus	UP000050867	76728	5132
Burkholderiaceae bacterium PBA	UP000004277	795666	3449
Pseudoalteromonas atlantica T6c	UP000001981	342610	4271
Lewinella sp. 4G2	UP000076582	1803372	3730
Paracoccus isoporae	UP000199344	591205	3345
Sphingomonas kaistensis	UP000558192	298708	2795
Faecalibacterium sp. CAG:74	UP000018328	1262897	2464
Clostridium sp. CAG:533	UP000017920	1262818	969
Croceitalea dokdonensis DOKDO 023	UP000050280	1300341	3682
Microvirga aerophila	UP000321085	670291	7161
Arcicella rosea	UP000524404	502909	4402
Epulopiscium sp. SCG-C07WGA-EpuloA2	UP000189533	1712378	1923
Lujinxingia litoralis	UP000249169	2211119	3776
Neisseria weaveri	UP000272771	28091	2011
Endomicrobium proavitum	UP000035337	1408281	1336
Aquimarina algicola	UP000315540	2589995	5099
Celeribacter indicus	UP000031521	1208324	4665
Actinoplanes philippinensis	UP000199645	35752	9412
Xylanimicrobium sp. FW10M-9	UP000292118	2509457	3305
Ichthyenterobacterium magnum	UP000284892	1230530	2733
Gloeocapsa sp. PCC 73106	UP000011180	102232	4062
Robbsia andropogonis	UP000033618	28092	4737
Helicobacter ganmani	UP000256650	60246	1783
Flavobacterium cerinum	UP000287527	2502784	3673
Parasphingopyxis lamellibrachiae	UP000256310	680125	2877
Micromonospora craterilacus	UP000248924	1655439	6519
Bergeriella denitrificans	UP000254651	494	2212
Sporofaciens musculi	UP000460412	2681861	5229
Mycoplasma phocidae	UP000252477	142651	608
Flavobacterium sp. xlx-221	UP000557042	2758675	2953
Flavobacterium akiainvivens	UP000037755	1202724	3833
Cupriavidus sp. OV038	UP000199583	1855313	5334
Anaerostipes sp. CAG:276	UP000018135	1262699	3141
Ramlibacter tataouinensis	UP000070433	94132	4136
Dietzia sp. ANT_WB102	UP000323458	2597345	2954
Flavobacterium sp. GT3R68	UP000315429	2594437	2673
Photobacterium damselae subsp. damselae CIP 102761	UP000003579	675817	3498
Olsenella sp. LZLJ-2	UP000593735	2779519	1878
Pontibacter lucknowensis	UP000185924	1077936	3901
Acetobacter senegalensis	UP000056109	446692	3497
Flavipsychrobacter stenotrophus	UP000239872	2077091	4474
Fibrobacter succinogenes subsp. succinogenes S85	UP000000517	59374	2871
Acetobacterium woodii DSM 1030	UP000007177	931626	3445
Nitrosococcus halophilus Nc 4	UP000001844	472759	3770
Paracoccus thiocyanatus	UP000256679	34006	3285
Rhodobacteraceae bacterium EhC02	UP000078223	1849170	3813
Pseudonocardia oroxyli	UP000198967	366584	5828
Halanaerobium sp. DL-01	UP000253016	1653064	2338
Halocella sp. SP3-1	UP000268874	2382161	3701
Frigoribacterium sp. Leaf172	UP000051720	1736285	2858
Mycoplasmopsis maculosa	UP000290243	114885	737
Desulfobacterium vacuolatum DSM 3385	UP000192418	1121400	4083
Amycolatopsis methanolica 239	UP000062973	1068978	7005
Rhizobium sp. CF080	UP000007505	1144310	6670
Rickettsiella grylli	UP000054075	59196	1372
Microbacterium endophyticum	UP000529310	1526412	2702
TM7 phylum sp. oral taxon 349	UP000320292	713051	963
Mycobacterium pseudokansasii	UP000268285	2341080	5730
Paenibacillus cellulosilyticus	UP000246635	375489	6112
Embleya scabrispora	UP000190037	159449	9009
Branchiibius sp. NY16-3462-2	UP000075667	1807500	3548
Cocleimonas flava	UP000294887	634765	3987
Streptacidiphilus bronchialis	UP000249340	2126346	5673
Neisseria elongata subsp. glycolytica ATCC 29315	UP000031392	546263	2073
Eggerthella sp. CAG:209	UP000018042	1262875	1726
Alkalilimnicola ehrlichii MLHE-1	UP000001962	187272	2862
bacterium HR35	UP000236624	2035430	609
Croceibacterium soli	UP000469159	1739690	2807
Fischerella thermalis JSC-11	UP000004344	741277	4557
Rhizobium tumorigenes	UP000249499	2041385	5385
Alteromonadaceae bacterium Bs31	UP000192901	1304903	4297
Azospirillum sp. RU38E	UP000198368	1907313	5137
Xylanibacterium ulmi	UP000293852	228973	3500
Azoarcus olearius	UP000002588	418699	3981
Neobacillus mesonae	UP000282892	1193713	5368
Cyclobacteriaceae bacterium	UP000509630	2099675	3666
Neisseria gonorrhoeae FA 1090	UP000000535	242231	2106
Pontibacter akesuensis	UP000182491	388950	4073
Pseudovibrio axinellae	UP000076577	989403	4634
Vibrio genomosp. F10	UP000093173	723171	3193
Simonsiella muelleri ATCC 29453	UP000017813	641147	2220
Clostridioides difficile 630	UP000001978	272563	3761
Halorhodospira halophila SL1	UP000000647	349124	2406
Asticcacaulis biprosthecum C19	UP000006512	715226	4712
Mucilaginibacter mallensis	UP000199679	652787	4954
Vibrio agarilyticus	UP000535589	2726741	3667
Agrobacterium rosae	UP000187891	1972867	5403
Fodinibius salinus	UP000324595	860790	2528
Mesotoga sp. SC_4PWA21	UP000249803	1487952	1273
Acidiphilium rubrum	UP000186308	526	3677
Arenibacter nanhaiticus	UP000184231	558155	3553
Cereibacter ovatus	UP000219467	439529	3594
Companilactobacillus allii	UP000187499	1847728	2425
Sediminitomix flava	UP000245535	379075	5031
Streptomyces incarnatus	UP000035366	665007	7420
Mucilaginibacter mali	UP000505355	2740462	5033
Nocardioides sp. JS614	UP000000640	196162	4888
Streptomyces sp. KM273126	UP000294981	2545247	8325
Ruminococcus sp. CAG:330	UP000018377	1262954	2234
Enterococcus quebecensis	UP000094764	903983	2789
Actinoplanes utahensis	UP000054537	1869	7275
Alloprevotella sp. OH1205_COT-284	UP000272376	2491043	1708
Mycolicibacterium anyangense	UP000467249	1431246	5421
Streptomyces scopuliridis RB72	UP000245992	1440053	6830
Clostridiales bacterium KLE1615	UP000077212	1715004	3669
Ferrovibrio terrae	UP000317496	2594003	4107
Pseudomonas cremoricolorata	UP000029493	157783	4020
Gloeothece verrucosa PCC 7822	UP000008206	497965	6559
Bacillus sp. cl95	UP000199578	1761761	3914
Jeotgalibacillus sp. R-1-5s-1	UP000297458	2555897	3369
Garciella nitratireducens DSM 15102	UP000196365	1121911	2103
Thiohalomonas denitrificans	UP000199648	415747	3255
Tuwongella immobilis	UP000464378	692036	5223
Desulfotomaculum profundi	UP000222564	1383067	3299
Zymomonas sp.	UP000316124	2068624	1056
Jeotgalibacillus sp. S-D1	UP000295327	2552189	3789
Candidatus Hepatoplasma crinochetorum Av	UP000019450	1427984	582
Sphingosinithalassobacter sp. zrk23	UP000501568	2711215	3726
Microcystis aeruginosa Ma_AC_P_19900807_S299	UP000318639	2486264	3434
secondary endosymbiont of Ctenarytaina eucalypti	UP000003936	1199245	918
Proteus mirabilis HI4320	UP000008319	529507	3661
Oceanobacillus bengalensis	UP000281813	1435466	3792
Sulfuritortus calidifontis	UP000295135	1914471	2668
Rhodocyclus tenuis	UP000480275	1066	2603
Ammonifex degensii KC4	UP000002620	429009	2077
Muribaculaceae bacterium Isolate-104 (HZI)	UP000266993	2486471	2513
Beggiatoa sp. SS	UP000003533	422288	1437
Coriobacteriales bacterium DNF00809	UP000070490	1588753	1709
Sodalis praecaptivus	UP000019028	1239307	4281
Acidobacteria bacterium AB60	UP000324789	1230846	5367
Alloprevotella sp. oral taxon 473 str. F0040	UP000010460	1035197	2316
Gracilibacillus orientalis	UP000198565	334253	4278
Acinetobacter bouvetii DSM 14964 = CIP 107468	UP000018460	1120925	3110
Pelagovum pacificum	UP000314011	2588711	3956
Phreatobacter sp. NMCR1094	UP000298588	2570229	4643
Mycobacterium intermedium	UP000094976	28445	5668
Armatimonas rosea	UP000520814	685828	5895
Sphaerotilus natans subsp. natans DSM 6575	UP000026714	1286631	4177
Prevotella sp. tf2-5	UP000198673	1761889	2923
Streptomyces sp. Z022	UP000268329	1442032	6390
Niveibacterium umoris	UP000561045	1193620	4298
Firmicutes bacterium CAG:41	UP000018139	1263021	2447
Loigolactobacillus coryniformis subsp. coryniformis CECT 5711	UP000007271	1185325	2023
Marinomonas spartinae	UP000092544	1792290	4312
Gammaproteobacteria bacterium ESL0073	UP000246096	2070539	2886
Longimonas halophila	UP000221024	1469170	2920
Xanthomonadaceae bacterium NML03-0222	UP000229850	2032581	2067
Subsaximicrobium wynnwilliamsii	UP000321578	291179	3955
Proteiniclasticum ruminis	UP000181899	398199	2937
Seinonella peptonophila	UP000184476	112248	3703
Micromonospora sp. Llam0	UP000275308	2485143	7541
Burkholderiales bacterium PBB1	UP000216950	2015563	2893
Streptomyces sp. NRRL WC-3618	UP000037738	1519490	7314
Fluviicola sp. SGL-29	UP000474457	2710880	3167
Geobacter lovleyi SZ	UP000002420	398767	3644
Sulfitobacter mediterraneus	UP000027337	83219	3649
Georgenia muralis	UP000280726	154117	3556
Kribbella flavida DSM 17836	UP000007967	479435	6940
Mitsuaria sp. WAJ17	UP000558274	2761452	4690
Nitrosospira multiformis ATCC 25196	UP000002718	323848	2732
Lachnospiraceae bacterium OM04-12BH	UP000284430	2292272	3107
Shuttleworthia satelles DSM 14600	UP000003494	626523	2247
Maritimibacter harenae	UP000467322	2606218	4124
Brevefilum fermentans	UP000195514	1986204	2283
Sutterella parvirubra YIT 11816	UP000004956	762967	2483
Cellulomonas cellasea DSM 20118	UP000029833	1408250	3560
Mycoplana dimorpha	UP000241247	28320	4217
Paraburkholderia sprentiae WSM5005	UP000179860	754502	6427
Pyramidobacter piscolens W5455	UP000006462	352165	2755
Citricoccus muralis	UP000256727	169134	3030
marine bacterium AO1-C	UP000186474	1905359	8907
Kibdelosporangium phytohabitans	UP000063699	860235	10118
Candidatus Omnitrophus magneticus	UP000033428	1609969	2573
Bradyrhizobium sp. Leo170	UP000292824	1571199	8497
Vibrio cholerae	UP000471242	666	3911
Legionella beliardensis	UP000254968	91822	3101
Nonomuraea sp. KC333	UP000249304	2070368	9267
Roseburia hominis A2-183	UP000008178	585394	3351
Defluviicoccus vanus	UP000516369	111831	3383
Lentilactobacillus parafarraginis F0439	UP000004625	797515	3183
Sphingomonas sp. C33	UP000464468	2698679	2593
Aliidiomarina minuta	UP000288293	880057	2751
Mycobacterium sp. E740	UP000092151	1834149	4184
Lachnobacterium bovis DSM 14045	UP000183918	1122142	2391
Polaribacter sp. Hel1_85	UP000029991	1250005	3382
Paracoccus homiensis	UP000199180	364199	3828
Oligella urethralis DNF00040	UP000029629	1401065	2118
Spiroplasma endosymbiont of Danaus chrysippus	UP000480080	2691041	553
Entomoplasma luminosum	UP000232063	214888	866
Paracoccus subflavus	UP000293520	2528244	3059
Clostridium sp. BL8	UP000015873	1354301	4752
Salimicrobium jeotgali	UP000011746	1230341	2724
Bifidobacterium animalis subsp. lactis AD011	UP000002456	442563	1525
Mesorhizobium sp. L-8-10	UP000595886	2744523	7827
Trueperella bialowiezensis	UP000269542	312285	1821
Buchnera aphidicola (Sarucallis kahawaluokalani)	UP000298685	1241878	392
Slackia piriformis YIT 12062	UP000006069	742818	1794
Tindallia californiensis	UP000199230	159292	2832
Sphingobacterium composti Yoo et al. 2007 non Ten et al. 2007	UP000325105	415956	3756
Eubacterium infirmum F0142	UP000004504	883109	1765
Mycobacteriaceae bacterium 1482268.1	UP000091934	1834080	4776
Facklamia hominis CCUG 36813	UP000004465	883111	1717
Sphingobacterium spiritivorum ATCC 33861	UP000006258	525373	4471
Thermoflavimicrobium sp. FBKL4.011	UP000251213	2137476	3394
Asaccharospora irregularis DSM 2635	UP000243255	1121321	2538
bacterium HR33	UP000236303	2035428	2661
Paracoccus aminophilus JCM 7686	UP000015480	1367847	4462
Pantoea agglomerans	UP000254640	549	5940
Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	UP000027604	1349767	5488
Mycobacterium kansasii 824	UP000022044	1299328	7684
Mycoplasma sp. CAG:472	UP000018408	1262904	1281
Massilia sp. Root351	UP000051876	1736522	6059
Tanticharoenia sakaeratensis NBRC 103193	UP000032679	1231623	3154
Weissella viridescens	UP000051992	1629	1462
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	UP000002334	572265	2045
Moraxella osloensis	UP000255230	34062	2336
Flavonifractor sp. An135	UP000196472	1965558	3700
Clostridium sulfidigenes	UP000028542	318464	3148
Streptomyces sp. AcH 505	UP000031567	352211	6837
Roseovarius azorensis	UP000199582	1287727	3792
Parapusillimonas sp. SGNA-6	UP000474632	2710884	5275
Porphyromonas sp. oral taxon 279 str. F0450	UP000004156	1125723	1729
Gemmobacter aquatilis	UP000198761	933059	3845
Agrococcus pavilionensis RW1	UP000016462	1330458	2776
Enterobacter sp. BIGb0383	UP000280899	2485118	4596
Candidatus Photodesmus blepharus	UP000053784	1179155	923
Rhodobacteraceae bacterium R_SAG6	UP000583993	2719008	1862
Chitinophagaceae bacterium IBVUCB2	UP000194400	1985174	3527
Desulforhopalus sp. IMCC35007	UP000308209	2569543	4843
Polymorphobacter multimanifer	UP000538147	1070431	3704
Labrenzia suaedae	UP000186002	735517	4539
Bacillus sp. CHD6a	UP000037908	1643452	3740
Rhodococcus triatomae	UP000183263	300028	4426
Roseburia sp. AM16-25	UP000286373	2292065	2357
Deferribacter desulfuricans SSM1	UP000001520	639282	2338
Aquabacterium olei	UP000244892	1296669	3665
Verrucomicrobia bacterium IMCC26134	UP000033046	1637999	2622
Paenibacillus lentus	UP000273145	1338368	4362
Calothrix sp. PCC 6303	UP000010477	1170562	5484
Pontiella sulfatireligans	UP000346198	2750658	5575
Labrenzia alba	UP000049983	311410	6265
Gordonia polyisoprenivorans VH2	UP000009154	1112204	5097
Nocardioides sp. Root1257	UP000051939	1736439	5063
bacterium 1xD42-67	UP000270441	2320107	3363
Sulfurimicrobium lacus	UP000502260	2715678	3673
Thermosynechococcus vestitus BP-1	UP000000440	197221	2451
Eikenella longinqua	UP000077885	1795827	2055
Coriobacteriaceae bacterium EMTCatB1	UP000191049	1927122	1659
Agromyces sp. CFH 90414	UP000431080	2662258	3536
Epidermidibacterium keratini	UP000463857	1891644	3736
Pseudomonas sp. S-6-2	UP000243488	1931241	3645
Desulfovibrio senegalensis	UP000438699	1721087	3062
Thermoanaerobaculum aquaticum	UP000027284	1312852	2252
Leptobacterium flavescens	UP000468581	472055	3760
Mycoplasma marinum	UP000294192	1937190	986
Nocardioides sp. AX2bis	UP000432847	2653157	4362
Bifidobacterium vespertilionis	UP000345527	2562524	2281
Geodermatophilus sp. LHW52908	UP000262362	2303986	4784
bacterium HR20	UP000236571	2035415	1779
Eubacterium coprostanoligenes	UP000190657	290054	1647
Pseudomonas sp. GV071	UP000244119	2135754	5209
Pseudonocardia sp.	UP000317004	60912	635
Roseicyclus mahoneyensis	UP000245708	164332	3941
Rhodococcus sp. ABRD24	UP000292013	2507582	4379
Enterococcus columbae DSM 7374 = ATCC 51263	UP000014113	1121865	2315
Olsenella profusa F0195	UP000016638	1125712	2650
Subtercola vilae	UP000306192	2056433	3658
Hyunsoonleella jejuensis	UP000198999	419940	2939
Acerihabitans arboris	UP000461443	2691583	4966
Rhodovulum adriaticum	UP000295733	35804	3239
Aminobacter sp. DSM 101952	UP000051834	2735891	4851
Paraurantiacibacter namhicola	UP000092698	645517	2513
Atopobacter sp. AH10	UP000283681	2315861	1910
Tabrizicola sp. TH137	UP000234539	2067452	4404
[Clostridium] saccharolyticum WM1	UP000001662	610130	4133
Microbacterium hydrocarbonoxydans	UP000033900	273678	3663
Synechococcus sp. PCC 7002	UP000001688	32049	3179
Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514	UP000051790	1423769	2921
Mesobacillus persicus	UP000198553	930146	4551
Kriegella aquimaris	UP000199440	192904	4956
Chitinimonas arctica	UP000317550	2594795	4560
Paralcaligenes ureilyticus	UP000295525	627131	3977
Streptomyces sp. 3213.3	UP000198754	1855348	9510
Fertoeibacter niger	UP000484076	2656921	3609
Azoarcus indigens	UP000295129	29545	4840
Peptoniphilus coxii	UP000070442	755172	1860
Fretibacterium fastidiosum	UP000008957	651822	1434
Suicoccus acidiformans	UP000263232	2036206	2209
Lactobacillus amylolyticus DSM 11664	UP000004069	585524	1684
Spiroplasma eriocheiris	UP000035661	315358	1180
Desulfobulbus sp. Tol-SR	UP000030148	1536652	3201
Luteibacter rhizovicinus	UP000295645	242606	3849
Ancylobacter rudongensis	UP000198889	177413	4123
Luteimonas sp. JM171	UP000095036	1896164	2668
Helicobacter macacae MIT 99-5501	UP000018731	1357400	1946
Dyella sp. OK004	UP000198834	1855292	4204
Haliea sp.	UP000317605	1932666	5874
Xylanimonas cellulosilytica DSM 15894	UP000002255	446471	3441
Apibacter muscae	UP000319499	2509004	2183
Lachnospiraceae bacterium G41	UP000199016	1200749	2367
Bisgaardia hudsonensis	UP000294841	109472	1892
Bacillaceae bacterium SAS-127	UP000217062	2015203	3527
Streptococcus infantis SK1302	UP000003291	871237	2102
Psychrobacillus vulpis	UP000316626	2325572	3731
Pantoea alhagi	UP000192900	1891675	3878
Prevotella sp. CAG:1320	UP000018111	1262922	2035
Saezia sanguinis	UP000286947	1965230	2987
Caldalkalibacillus thermarum TA2.A1	UP000010716	986075	2969
Dehalogenimonas alkenigignens	UP000053947	1217799	1927
Nguyenibacter vanlangensis	UP000534870	1216886	4369
Hoeflea olei	UP000094795	1480615	4182
bacterium E08(2017)	UP000195852	1932693	1267
Terriglobus roseus	UP000182427	392734	4053
Clostridium sp. CAG:7	UP000018268	1262832	2911
Mycoplasma haemocanis str. Illinois	UP000009135	1111676	1175
Akkermansia muciniphila ATCC BAA-835	UP000001031	349741	2137
Sulfobacillus sp. DSM 109850	UP000533476	2729629	4527
Cytophagaceae bacterium FSY-15	UP000282832	1862386	2320
Tautonia plasticadhaerens	UP000317835	2527974	7326
Alphaproteobacteria bacterium HT1-32	UP000469391	2665153	4041
Citrifermentans bemidjiense Bem	UP000008825	404380	4042
Alkalihalobacillus wakoensis JCM 9140	UP000018890	1236970	4575
Sodalis endosymbiont of Henestaris halophilus	UP000219272	1929246	712
Pontibacter diazotrophicus	UP000256708	1400979	5237
